City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,bayganin,48.6947,55.8742,47.52,57,100,4.68,KZ,1729883744
366,arraial do cabo,-22.9661,-42.0278,84.16,65,75,5.75,BR,1729883745
367,ust-tsilma,65.441,52.1498,33.26,79,96,2.8,RU,1729883746
368,new london,41.4834,-72.0662,61.86,53,0,11.5,US,1729883748
369,mount gambier,-37.8333,140.7667,38.77,78,75,5.1,AU,1729883749
370,kisangani,0.5167,25.2,75.34,84,100,1.99,CD,1729883750
371,kirakira,-10.4544,161.9205,77.72,87,8,7.36,SB,1729883751
372,sun prairie,43.1836,-89.2137,60.96,56,75,13.8,US,1729883752
373,ngorongoro,-3.2397,35.4875,60.12,72,83,4.12,TZ,1729883754
374,airway heights,47.6446,-117.5933,48.11,57,75,11.5,US,1729883755
375,hami,42.8,93.45,50.74,41,0,1.68,CN,1729883756
376,sosnogorsk,63.6023,53.8817,32.38,79,100,5.99,RU,1729883757
377,uva,56.9908,52.1852,39.27,95,100,7.0,RU,1729883758
378,lospalos,-8.5186,127.0025,71.91,96,5,2.8,TL,1729883760
379,marka,1.7159,44.7717,78.22,85,99,11.05,SO,1729883761
380,sambava,-14.2667,50.1667,74.14,91,33,8.55,MG,1729883751
381,terrace,54.5163,-128.6035,42.71,70,75,24.16,CA,1729883763
382,timbuktu,16.7735,-3.0074,91.92,17,100,10.27,ML,1729883765
383,limon,10.0,-83.0333,84.09,79,0,4.61,CR,1729883767
384,ballina,-28.8667,153.5667,62.58,79,96,9.08,AU,1729883768
385,itacare,-14.2775,-38.9967,79.32,71,99,9.91,BR,1729883710
386,charters towers,-20.1,146.2667,68.5,90,0,5.79,AU,1729883770
387,juneau,58.3019,-134.4197,38.41,97,75,0.0,US,1729883772
388,wickenburg,33.9686,-112.7296,88.99,12,0,4.0,US,1729883773
389,kuta,-8.7233,115.1723,78.75,94,40,5.75,ID,1729883774
390,iskushuban,10.2837,50.23,79.7,75,49,12.15,SO,1729883775
391,saint-georges,12.0564,-61.7485,87.48,70,20,17.27,GD,1729883776
392,touros,-5.1989,-35.4608,80.1,64,100,14.56,BR,1729883777
393,qingyuan,23.7,113.0333,65.95,58,100,8.93,CN,1729883779
394,amga,60.8953,131.9608,11.57,89,100,11.21,RU,1729883780
395,ceeldheer,3.8488,47.1806,78.33,84,18,10.8,SO,1729883781
396,vila franca do campo,37.7167,-25.4333,64.89,99,33,6.46,PT,1729883782
397,dadukou,26.5479,101.7054,67.62,86,28,1.21,CN,1729883783
398,margate,51.3813,1.3862,56.88,86,99,6.04,GB,1729883785
399,marsh harbour,26.5412,-77.0636,78.49,68,4,13.35,BS,1729883786
400,sechura,-5.5569,-80.8222,77.4,56,32,15.14,PE,1729883787
401,amuntai,-2.4177,115.2494,73.83,98,81,0.74,ID,1729883789
402,carloforte,39.145,8.3058,69.06,85,98,15.88,IT,1729883791
403,grevena,40.0845,21.4274,51.91,66,12,2.66,GR,1729883792
404,glace bay,46.1969,-59.957,49.96,98,100,28.77,CA,1729883793
405,nuku'alofa,-21.1333,-175.2,74.95,78,94,18.99,TO,1729883794
406,saint-francois,46.4154,3.9054,60.67,88,100,3.44,FR,1729883796
407,longquan,24.6719,102.1613,61.41,91,6,2.42,CN,1729883797
408,ambon,-3.6954,128.1814,84.97,95,40,5.75,ID,1729883505
409,thames,-37.1333,175.5333,63.79,84,100,7.94,NZ,1729883799
410,namdrik,5.5994,168.1028,83.89,69,3,9.82,MH,1729883800
411,colonia,50.9333,6.95,61.03,86,0,5.75,DE,1729883670
412,khark,29.2614,50.3306,77.79,37,100,16.73,IR,1729883805
413,villa emilio carranza,19.9667,-96.6,79.65,71,3,7.16,MX,1729883807
414,ceerigaabo,10.6162,47.368,68.09,69,47,5.66,SO,1729883808
415,armacao de buzios,-22.7469,-41.8817,84.36,68,100,4.97,BR,1729883809
416,kruisfontein,-34.0033,24.7314,55.83,78,4,8.93,ZA,1729883810
417,pacific grove,36.6177,-121.9166,70.41,81,0,8.01,US,1729883811
418,puerto armuelles,8.2833,-82.8667,82.09,75,83,1.01,PA,1729883812
419,bilicenii vechi,47.6564,28.0472,48.9,45,7,1.52,MD,1729883814
420,ibb,13.9667,44.1833,66.24,72,100,3.51,YE,1729883815
421,kushiro,42.975,144.3747,50.95,87,5,8.05,JP,1729883817
422,gobabis,-22.45,18.9667,75.6,8,0,8.99,NA,1729883818
423,aasiaat,68.7098,-52.8699,26.28,73,90,8.32,GL,1729883820
424,luquillo,18.3725,-65.7166,90.09,79,75,9.22,PR,1729883821
425,cabo san lucas,22.8909,-109.9124,93.51,64,0,4.61,MX,1729883631
426,palmer,42.1584,-72.3287,62.22,33,20,5.75,US,1729883823
427,kuqa,41.7278,82.9364,52.21,34,0,7.11,CN,1729883824
428,al badari,26.9926,31.4155,72.03,14,0,11.16,EG,1729883825
429,constantia,44.1833,28.65,45.28,54,0,2.95,RO,1729883646
430,huarmey,-10.0681,-78.1522,70.99,71,6,11.72,PE,1729883829
431,kattivakkam,13.2167,80.3167,84.29,94,69,8.81,IN,1729883830
432,katsuura,35.1333,140.3,70.72,75,100,14.29,JP,1729883831
433,upington,-28.4478,21.2561,72.25,8,0,8.39,ZA,1729883832
434,palikir - national government center,6.9248,158.1611,83.59,66,97,5.17,FM,1729883834
435,beawar,26.1,74.3167,76.93,31,0,6.87,IN,1729883835
436,princeville,45.7668,-61.2985,50.54,92,100,20.71,CA,1729883836
437,callao,-12.0667,-77.15,66.49,72,100,10.36,PE,1729883539
438,huesca,42.1362,-0.4087,54.28,89,75,3.44,ES,1729883838
439,lasem,-6.6922,111.4527,78.28,82,0,7.38,ID,1729883839
440,elin pelin,42.6667,23.6,48.02,76,5,5.75,BG,1729883841
441,cowra,-33.8333,148.6833,35.31,59,0,3.09,AU,1729883842
442,smithers,54.7804,-127.1743,35.92,80,40,4.61,CA,1729883844
443,letlhakeng,-24.0944,25.0298,81.45,11,0,3.96,BW,1729883845
444,yarmouth,41.7057,-70.2286,55.98,66,0,7.0,US,1729883846
445,ha'il,27.5219,41.6907,59.02,44,40,11.5,SA,1729883848
446,graaff-reinet,-32.2522,24.5308,60.93,61,0,8.72,ZA,1729883563
447,nelson bay,-32.7167,152.15,61.09,55,63,10.0,AU,1729883851
448,bluefields,12.0137,-83.7635,77.07,100,40,4.61,NI,1729883852
449,saguenay,48.4168,-71.0657,47.23,60,40,3.44,CA,1729883701
450,rosetta,31.4044,30.4164,72.01,57,0,12.97,EG,1729883855
451,san rafael del sur,11.8485,-86.4384,88.7,62,61,12.5,NI,1729883856
452,yangjiang,21.85,111.9667,72.72,58,100,9.22,CN,1729883857
453,sao vicente,-23.9631,-46.3919,92.98,29,0,9.22,BR,1729883835
454,biskra,34.8504,5.7281,76.51,41,20,5.75,DZ,1729883859
455,koungheul,13.9833,-14.8,90.66,38,100,3.91,SN,1729883860
456,celestun,20.8667,-90.4,83.1,60,8,11.18,MX,1729883862
457,buta,2.7858,24.73,73.89,95,100,2.3,CD,1729883863
458,chul'man,56.8479,124.9104,5.65,98,99,2.93,RU,1729883864
459,haifa,32.8156,34.9892,64.17,45,0,10.92,IL,1729883731
460,howard springs,-12.497,131.047,78.71,88,100,3.04,AU,1729883866
461,homer,59.6425,-151.5483,37.29,71,100,9.22,US,1729883868
462,arkhara,49.4212,130.0842,26.11,80,4,5.41,RU,1729883869
463,howrah,22.5892,88.3103,78.8,94,100,9.22,IN,1729883870
464,geraldton,-28.7667,114.6,61.21,82,100,9.22,AU,1729883874
465,yeniseysk,58.4497,92.1703,36.09,99,100,4.79,RU,1729883875
466,timmins,48.4669,-81.3331,46.22,93,100,4.61,CA,1729883742
467,playa del ingles,27.7567,-15.5787,73.15,77,14,7.9,ES,1729883713
468,st. john's,47.5649,-52.7093,63.16,99,100,20.71,CA,1729883878
469,chengde,40.9725,117.9361,49.78,84,95,1.28,CN,1729883879
470,pierre,44.3683,-100.351,56.28,40,20,5.75,US,1729883881
471,palmas,-10.2128,-48.3603,96.67,38,20,8.05,BR,1729883754
472,peel,-33.3167,149.6333,34.66,94,0,2.95,AU,1729883883
473,sydney,-33.8679,151.2073,56.71,57,75,17.27,AU,1729883698
474,tal,35.4791,72.2439,45.55,52,4,5.26,PK,1729883885
475,evanston,42.0411,-87.6901,67.1,55,20,13.8,US,1729883761
476,luderitz,-26.6481,15.1594,60.55,64,100,21.7,NA,1729883888
477,yelizovo,53.1873,158.3805,33.94,60,0,6.71,RU,1729883889
478,honavar,14.2833,74.45,76.6,90,100,3.18,IN,1729883890
479,mildura,-34.2,142.15,48.07,66,100,8.97,AU,1729883891
480,chernyshevskiy,63.0128,112.4714,11.1,98,100,2.48,RU,1729883892
481,taoudenni,22.6783,-3.9836,84.56,22,0,8.48,ML,1729883893
482,pico truncado,-46.7949,-67.9573,62.76,21,100,28.9,AR,1729883895
483,sangmelima,2.9333,11.9833,70.27,98,100,3.02,CM,1729883896
484,gizo,-8.103,156.8419,81.9,79,68,11.48,SB,1729883897
485,pacasmayo,-7.4006,-79.5714,69.71,71,13,14.85,PE,1729883898
486,kralendijk,12.15,-68.2667,89.58,66,40,20.71,BQ,1729883837
487,mandera,3.9366,41.867,91.17,38,64,11.12,KE,1729883803
488,pangody,65.85,74.4859,22.91,96,98,8.66,RU,1729883902
489,laojunmiao,39.8333,97.7333,43.03,47,100,1.32,CN,1729883903
490,bereeda,11.8704,51.0579,80.11,82,10,12.01,SO,1729883904
491,yulinshi,38.2906,109.7494,53.6,59,100,12.19,CN,1729883905
492,jakar,27.5492,90.7525,48.81,97,100,1.95,BT,1729883907
493,viedma,-40.8135,-62.9967,61.03,22,5,16.33,AR,1729883908
494,remire-montjoly,4.9167,-52.2667,77.04,94,75,5.75,GF,1729883909
495,bismarck,46.8083,-100.7837,56.86,39,0,9.22,US,1729883782
496,rabo de peixe,37.8,-25.5833,63.99,99,18,7.49,PT,1729883911
497,mundo novo,-11.8589,-40.4725,88.0,37,95,6.55,BR,1729883912
498,port douglas,-16.4833,145.4667,75.0,83,66,6.64,AU,1729883914
499,mermoz boabab,14.7065,-17.4758,83.98,89,0,4.61,SN,1729883915
500,mahina,-17.5065,-149.489,80.37,69,75,5.75,PF,1729883916
501,kulachi,31.9286,70.4592,82.15,24,0,2.84,PK,1729883917
502,jawf al maqbabah,13.8378,45.8349,74.21,83,56,7.47,YE,1729883918
503,lata,40.1629,-8.3327,47.53,87,8,1.68,PT,1729883919
504,seka,17.9285,103.9552,72.16,68,98,5.17,TH,1729883921
505,carlsbad,33.1581,-117.3506,82.62,59,0,9.22,US,1729883298
506,al ghayzah,16.2079,52.176,81.63,76,41,8.5,YE,1729883924
507,saint-denis-en-val,47.8732,1.966,57.11,95,0,1.14,FR,1729883925
508,salinopolis,-0.6136,-47.3561,82.69,69,4,15.01,BR,1729883926
509,west lafayette,40.4259,-86.9081,66.31,66,75,9.22,US,1729883796
510,tazacorte,28.629,-17.9293,70.77,90,20,12.66,ES,1729883928
511,ponoka,52.6768,-113.5815,44.89,39,6,11.5,CA,1729883929
512,sao joao da barra,-21.6403,-41.0511,86.09,86,93,22.55,BR,1729883931
513,saint-philippe,-21.3585,55.7679,73.49,89,100,14.63,RE,1729883932
514,camarinas,43.1311,-9.1817,52.93,71,100,13.38,ES,1729883933
515,genhe,50.7833,121.5167,18.19,98,69,1.59,CN,1729883934
516,shache,38.4167,77.2406,54.0,23,20,4.72,CN,1729883935
517,richards bay,-28.783,32.0377,68.04,91,100,11.74,ZA,1729883936
518,santa cruz de bezana,43.4437,-3.9032,53.8,98,100,4.61,ES,1729883938
519,chulym,55.0997,80.9572,44.67,75,63,15.95,RU,1729883939
520,buraydah,26.326,43.975,63.05,44,100,11.88,SA,1729883940
521,buenavista del norte,28.3746,-16.861,72.27,72,0,17.96,ES,1729883941
522,yangambi,0.8102,24.4336,74.62,85,97,1.77,CD,1729883942
523,ebaye,8.7748,167.7392,84.22,74,100,6.91,MH,1729883943
524,danja,11.3764,7.5625,76.08,31,100,5.95,NG,1729883945
525,guelmim,28.987,-10.0574,67.95,60,4,10.92,MA,1729883946
526,linxia chengguanzhen,35.6003,103.2064,41.11,72,100,3.71,CN,1729883947
527,namibe,-15.1961,12.1522,67.62,82,77,4.99,AO,1729883948
528,san antonio de pale,-1.4014,5.6325,77.45,83,100,13.91,GQ,1729883949
529,pionerskiy,54.9508,20.2275,42.64,56,0,12.97,RU,1729883951
530,al mayadin,35.0209,40.4535,67.24,19,10,5.46,SY,1729883952
531,santa cruz,-17.8,-63.1667,92.66,58,20,17.27,BO,1729883848
532,verkhnevilyuysk,63.4453,120.3167,-0.2,100,99,2.42,RU,1729883954
533,akobo,7.4344,3.9497,73.44,96,76,3.18,NG,1729883955
534,ashmyany,54.425,25.9378,42.24,87,3,4.05,BY,1729883958
535,talara,-4.5772,-81.2719,75.96,64,0,19.57,PE,1729883959
536,tsiombe,-25.3,45.4833,71.69,74,6,4.29,MG,1729883960
537,cozumel,20.5083,-86.9458,84.94,89,75,4.61,MX,1729883963
538,bahia de caraquez,-0.6,-80.4167,78.89,70,35,14.56,EC,1729883964
539,labrador city,52.9463,-66.9114,42.19,46,40,65.99,CA,1729883965
540,baniyas,35.1819,35.9487,59.29,27,0,5.3,SY,1729883966
541,mhamid,29.82,-5.72,78.8,23,12,0.81,MA,1729883968
542,kiunga,-6.1219,141.2906,72.05,91,98,2.28,PG,1729883969
543,amayuca,18.7,-98.7667,79.25,46,5,4.76,MX,1729883970
544,santiago,-33.4569,-70.6483,77.43,34,0,5.75,CL,1729883687
545,khartoum,15.5518,32.5324,88.18,9,7,16.75,SD,1729883680
546,kindu,-2.95,25.95,74.01,87,100,7.05,CD,1729883974
547,ubiaja,6.655,6.3869,74.32,89,96,2.33,NG,1729883975
548,el calafate,-50.3408,-72.2768,49.48,62,100,22.77,AR,1729883976
549,sant'agata di militello,38.0679,14.6327,70.39,75,100,3.96,IT,1729883977
550,ust'-ilimsk,58.0006,102.6619,36.82,98,100,6.6,RU,1729883978
551,balabac,7.9868,117.0645,80.82,81,100,16.55,PH,1729883980
552,dryden,49.7833,-92.7503,44.89,65,75,10.36,CA,1729883981
553,manokwari,-0.8667,134.0833,79.02,78,100,3.2,ID,1729883982
554,midvagur,62.0511,-7.1939,47.23,76,100,23.02,FO,1729883983
555,preston,53.7667,-2.7167,58.82,93,100,4.65,GB,1729883985
556,bara,10.3744,10.7288,81.36,35,97,3.76,NG,1729883986
557,caconda,-13.7333,15.0667,72.12,53,93,9.69,AO,1729883987
558,takoradi,4.8845,-1.7554,78.49,90,100,7.9,GH,1729883988
559,sur,22.5667,59.5289,82.42,52,4,7.11,OM,1729883989
560,richfield,44.8833,-93.283,58.23,48,20,13.8,US,1729883991
561,bay city,43.5945,-83.8889,56.05,82,100,13.8,US,1729883804
562,burnie,-41.0667,145.9167,44.15,81,8,8.61,AU,1729883993
563,ornskoldsvik,63.2909,18.7153,41.95,87,0,8.05,SE,1729883994
564,lionel town,17.8101,-77.2406,88.47,66,26,11.7,JM,1729883995
565,kananga,-5.8958,22.4178,76.5,70,100,2.77,CD,1729883997
566,praia da vitoria,38.7333,-27.0667,64.65,68,40,9.62,PT,1729883998
567,ouled mimoun,34.9047,-1.0339,66.69,64,9,1.81,DZ,1729883703
568,mundri,-6.9558,111.71,77.86,81,9,3.36,ID,1729884001
569,lompoc,34.6391,-120.4579,81.14,46,7,3.0,US,1729884002
570,krasnopavlivka,49.1372,36.3272,48.49,81,100,9.37,UA,1729884004
571,yacimiento rio turbio,-51.5732,-72.3508,38.59,76,100,32.21,AR,1729884005
572,kyzyl-suu,42.3414,78.0056,47.1,38,100,12.57,KG,1729883763
573,humaita,-7.5061,-63.0208,103.78,25,100,1.36,BR,1729884007
574,akure,7.2526,5.1931,73.98,93,98,1.59,NG,1729884008
575,south venice,27.0531,-82.4243,88.03,54,81,1.01,US,1729884011
576,kuvandyk,51.4781,57.3552,40.64,82,78,2.19,RU,1729884012
577,roshchino,60.2519,29.6085,49.1,87,24,11.23,RU,1729884013
578,paramirim,-13.4425,-42.2389,86.18,48,100,12.19,BR,1729884014
579,salalah,17.0151,54.0924,80.69,89,75,3.44,OM,1729884016
